Paper_ID,Title,Authors,Year,Venue,Publication_Type,DOI,URL,Database,Query_ID,Search_Date,Access_or_License,Objective,Domain,Study_Design,Data_or_Corpus,Sample,Artifact_or_System,Baseline,Metrics,Main_Results,Authors_Conclusions,Authors_Limitations,Taxonomy_Tags,SQ_Map,Plan_Map,Use_Case_Map,Gap_Evidence,Quality_Rating,Transferability,Researcher_Synthesis,Inclusion_Decision,Exclusion_Reason,Follow_Up,Reviewer,Review_Date
ACL26-W-142E22860F9B,PaLM-E: An Embodied Multimodal Language Model,,2023,,,,https://openreview.net/forum?id=VTpHpqM3Cf&utm_campaign=The%20Batch&utm_source=hs_email&utm_medium=email&utm_content=284568789&_hsenc=p2ANqtz-9lsSL4nXMrOGBQqGoqktY5Yno_r9-nTOARZinDcgihFNqcOFEQb_MVtHKdpgI2AC3N8SrNW5PxcD0uxl4WeKcPJgUOgw,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Decentralized; Delegation; Demonstration, User Action; During Task; Guidance, Implicit; One-by-One; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-7B261B704808,PARTNR: A Benchmark for Planning and Reasoning in Embodied Multi-agent Tasks,,2024,ICLR 2025,,,https://arxiv.org/abs/2411.00081,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Asynchronous; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Coordination, Cooperation; Corrective, Guidance; Decentralized; During Task, Post Task; Holistic, Segment; One-by-One; Refinement, Critique",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-9679DA507624,PDFChatAnnotator: A Human-LLM Collaborative Multi-Modal Data Annotation Tool for PDF-Format Catalogs,,2024,IUI 2024,,,https://dl.acm.org/doi/10.1145/3640543.3645174,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Corrective, Guidance; Decentralized; Delegation; Demonstration, Refinement; During Task; One-by-One; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-778E0EB83792,PerspectiveGap: A Benchmark for Multi-Agent Orchestration Prompting,,2026,arXiv 2026,,,https://arxiv.org/abs/2606.08878,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Asynchronous; Orchestration; Simultaneous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-8766D3B5AFD6,Proactive Agent: Shifting LLM Agents from Reactive Responses to Active Assistance,,2024,ICLR 2025,,,https://openreview.net/forum?id=sRIU6k2TcU,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; verify identity, then complete blind title/abstract review",,
ACL26-W-E540ED94D93D,Progressive Ideation using an Agentic AI Framework for Human-AI Co-Creation (MIDAS),,2026,arXiv 2026,,,https://arxiv.org/abs/2601.00475,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Decentralized; During Task; Evaluative, Guidance; One-by-One; Preference Ranking, Critique; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-9C1E5C5352DF,Prototypical Human-AI Collaboration Behaviors from LLM-Assisted Writing in the Wild,,2025,arXiv 2025,,,https://arxiv.org/abs/2505.16023,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Corrective, Guidance, Evaluative; During Task; One-by-One; Refinement, Binary Assessment, Demonstration; Segment, Holistic; Supervision, Cooperation; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-589CAE49FEF9,Re-Centering Humans in LLM Personalization,,2026,arXiv 2026,,,https://arxiv.org/abs/2606.06614,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Asynchronous; Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Evaluative, Implicit; Holistic, Segment; One-by-One; Post Task; Preference Ranking, Scalar Rating, User Action",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; verify identity, then complete blind title/abstract review",,
ACL26-W-F1BC34347FF2,RECODE-H: A Benchmark for Research Code Development with Interactive Human Feedback,,2025,arXiv 2025,,,https://arxiv.org/abs/2510.06186,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; During Task; Guidance, Corrective; Hierarchical; One-by-One; Refinements, Critique, Demonstration; Segment; Supervision, Cooperation; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-BF157A5B8CE4,Reframing LLM Agent Security as an Agent-Human Interaction Problem,,2026,arXiv 2026,,,https://arxiv.org/abs/2605.24309,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-7D20B284A65F,Reinforcing Human Behavior Simulation via Verbal Feedback (DITTO & SOUL),,2026,arXiv 2026,,,https://arxiv.org/abs/2605.20506,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Critique, Refinement; Decentralized; Guidance, Corrective; Holistic, Segment; One-by-One; Post Task; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; verify identity, then complete blind title/abstract review",,
ACL26-W-31F7D0F06F27,REVECA: Adaptive Planning and Trajectory-based Validation in Cooperative Language Agents using Information Relevance and Relative Proximity,,2024,AAAI 2025,,,https://arxiv.org/abs/2405.16751,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Asynchronous; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Delegation; During Task; Hierarchical; Human Control; Implicit; Observation; One-by-One; Segment,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-EA3008952FE0,Safe Multi-agent Reinforcement Learning with Natural Language Constraints,,2024,arXiv 2024,,,https://arxiv.org/abs/2405.20018,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-8AF9F5C774AA,SalesSim: Benchmarking and Aligning Multimodal Language Models as Retail User Simulators,,2026,arXiv 2026,,,https://arxiv.org/abs/2605.08334,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation, Observation; Cooperation; During Task; Implicit, Guidance; One-by-One; Segment; Synchronous; User Action, Critique",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-9373B7410120,SOTOPIA: Interactive Evaluation for Social Intelligence in Language Agents,,2023,ICLR 2024,,,https://openreview.net/forum?id=mM7VurbA4r,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Centralized; Collaboration, Competition, Coopetition; Communication; Human Feedback; Interaction; Orchestration; Conversation; Coordination; During Task, Post Task; Evaluative, Implicit; Holistic, Segment; One-by-One; Scalar Rating, User Action; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-FD19E6D06C96,SPHERE: An Evaluation Card for Human-AI Systems,,2025,ACL 2025 Findings,,,https://arxiv.org/abs/2504.07971,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-EC4A2ED9764C,SWEET-RL: Training Multi-Turn LLM Agents on Collaborative Reasoning Tasks,,2025,arXiv 2025,,,https://arxiv.org/abs/2503.15478,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Corrective, Implicit; Decentralized; Delegation; During Task; One-by-One; Refinement, User Action; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-84B6E8816340,SymbioticRAG: Enhancing Document Intelligence Through Human-LLM Symbiotic Collaboration,,2025,arXiv 2025,,,https://web3.arxiv.org/abs/2505.02418,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-D19212BC55B0,To Help or Not to Help: LLM-based Attentive Support for Human-Robot Group Interactions,,2024,IROS 2024,,,https://ieeexplore.ieee.org/abstract/document/10801517,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Coordination; Decentralized; Demonstration, User Action; Holistic; Implicit, Guidance; Initial Setup, During Task; Observation; One-by-One; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; verify identity, then complete blind title/abstract review",,
ACL26-W-DAE52C72AF2E,Towards Modeling Human-Agentic Collaborative Workflows: A BPMN Extension,,2024,arXiv 2024,,,https://arxiv.org/abs/2412.05958,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Asynchronous; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Coordination; Decentralized; Demonstration; Guidance; Holistic; Initial Setup, During Task, Post Task; One-by-One",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-6B375620F05B,Training LLM Agents to Empower Humans,,2025,arXiv 2025,,,https://arxiv.org/abs/2510.13709,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation, Observation; Cooperation; During Task; Hierarchical; Implicit, Corrective; One-by-One; Segment; Synchronous; User Action, Refinements",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-D8C816D1E0C7,Training Proactive and Personalized LLM Agents,,2025,arXiv 2025,,,https://arxiv.org/abs/2511.02208,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Decentralized; During Task; Guidance, Evaluative; One-by-One; Scalar Rating, Refinements; Segment, Holistic; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; SQ2; verify identity, then complete blind title/abstract review",,
ACL26-W-3717D5F201B9,Uncertainty-Aware Clarification in LLM Agents with Information Gain,,2026,arXiv 2026,,,https://arxiv.org/abs/2606.03135,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Demonstration; During Task; Guidance; One-by-One; Segment; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; verify identity, then complete blind title/abstract review",,
ACL26-W-F7B93EF4142D,Uncertainty Decomposition for Clarification Seeking in LLM Agents,,2026,arXiv 2026,,,https://arxiv.org/abs/2606.19559,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Demonstration; During Task; Guidance; One-by-One; Segment; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; verify identity, then complete blind title/abstract review",,
ACL26-W-36588A821BE5,User Preference Modeling for Conversational LLM Agents: Weak Rewards from Retrieval-Augmented Interaction (VARS),,2026,arXiv 2026,,,https://arxiv.org/abs/2603.20939,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; During Task, Post Task; Evaluative, Implicit; One-by-One; Scalar Rating, User Action; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; verify identity, then complete blind title/abstract review",,
ACL26-W-A74FB31E13AF,UserBench: An Interactive Gym Environment for User-Centric Agents,,2025,arXiv 2025,,,https://arxiv.org/abs/2507.22034,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Decentralized; Implicit, Guidance; Initial Setup, During Task; One-by-One; Segment; Synchronous; User Action, Refinement",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-C7370A263994,UserRL: Training Proactive User-Centric Agent via Reinforcement Learning,,2025,arXiv 2025,,,https://arxiv.org/abs/2509.19736,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; During Task; Evaluative, Guidance, Implicit; Hierarchical; One-by-One; Scalar Rating, Refinements, Critique; Segment; Supervision, Cooperation; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; verify identity, then complete blind title/abstract review",,
ACL26-W-BB5531AED203,Value of Information: A Framework for Human-Agent Communication,,2026,arXiv 2026,,,https://arxiv.org/abs/2601.06407,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Demonstration; During Task; Guidance; One-by-One; Segment; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-4388C640E4B8,VitaBench 2.0: Evaluating Personalized and Proactive Agents in Long-Term User Interactions,,2026,arXiv 2026,,,https://arxiv.org/abs/2605.27141,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation, Delegation; Implicit, Guidance; Initial Setup, During Task; One-by-One; Segment; Synchronous; User Action, Demonstration",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; SQ2; SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-293F1643C176,ViviDoc: Generating Interactive Documents through Human-Agent Collaboration,,2026,arXiv 2026,,,https://arxiv.org/pdf/2603.01912,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Corrective, Guidance; During Task; Hierarchical; One-by-One; Refinement, Demonstration; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-B0D03D3BB94B,WebCanvas: Benchmarking Web Agents in Online Environments,,2024,,,,https://arxiv.org/pdf/2406.12373,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Decentralized; Delegation; Evaluative; Holistic; One-by-One; Post Task; Scalar Rating; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-66BB71E5DDBE,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue,,2024,arXiv 2024,,,https://arxiv.org/abs/2402.05930,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Decentralized; Delegation; Demonstration; During Task; Guidance; Holistic, Segment; One-by-One; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-589A20C57AE3,When Users Change Their Mind: Evaluating Interruptible Agents in Long-Horizon Web Navigation,,2026,arXiv 2026,,,https://arxiv.org/abs/2604.00892,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Corrective, Guidance; During Task; One-by-One; Refinement, Critique; Segment; Supervision, Cooperation; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-C970EBF2C407,XtraGPT: LLMs for Human-AI Collaboration on Controllable Academic Paper Revision,,2025,arXiv 2025,,,https://arxiv.org/abs/2505.11336,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Critique, Preference Ranking; Delegation, Supervision; Guidance, Evaluative; Initial Setup, Post Task; One-by-One; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
